start_x,start_y,start_z,end_x,end_y,end_z,object_index,side_index
-0.1372294646866295,0.05206206919380556,0.08085382279760722,-0.03725585437815464,0.0497648534743032,0.0808602901988468,0,0
-0.1381770685253488,0.010822979647693541,0.08089899328132047,-0.038203458216873945,0.008525763928191179,0.08090546068256006,0,0
-0.13912467236406809,-0.030416109898418493,0.08094416376503374,-0.039151062055593225,-0.032713325617920855,0.08095063116627332,0,0
-0.05822800750204263,0.11651420416100751,0.08078628849911934,-0.06052522892924089,0.016540653746190487,0.08089579270206058,0,1
-0.005741862090093308,0.11530816590826878,0.08078968388477012,-0.008039083517291571,0.015334615493451761,0.08089918808771136,0,1
0.04674428332185599,0.11410212765553003,0.0807930792704209,0.04444706189465773,0.014128577240713008,0.08090258347336214,0,1
0.07065215277499501,-0.21058846029849607,0.03098843538766939,0.091431783512086,-0.11277124838578563,0.03098820291126504,1,0
0.08899288000000348,-0.21448464105847573,0.030989021389145104,0.10977251073709446,-0.11666742914576529,0.03098878891274075,1,0
0.10733360722501195,-0.2183808218184554,0.030989607390620816,0.12811323796210294,-0.12056360990574497,0.030989374914216463,1,0
0.16389514278002112,-0.16266800736623727,0.030990820711779596,0.06607793091330932,-0.14188837664634574,0.030987695370575795,1,1
0.17246674045907118,-0.12231840745224423,0.0309907248152628,0.07464952859235936,-0.10153877673235269,0.030987599474058998,1,1
0.1810383381381212,-0.08196880753825117,0.030990628918746006,0.0832211262714094,-0.06118917681835963,0.0309875035775422,1,1
-0.20326289263916625,-0.05493574183193897,0.06294053956958706,-0.10577879033129911,-0.0772257709969872,0.06300684982966294,2,0
-0.21245704049373154,-0.09514675618752291,0.06261732180489032,-0.1149729381858644,-0.11743678535257114,0.0626836320649662,2,0
-0.22165118834829683,-0.13535777054310685,0.06229410404019361,-0.1241670860404297,-0.15764779970815507,0.06236041430026947,2,0
-0.16086736773521376,-0.21721386923226005,0.06182638717269399,-0.1385785244514191,-0.11973262230963233,0.06260994539014061,2,1
-0.10968821402358352,-0.22891613454391035,0.06186120005923383,-0.08739937073978886,-0.13143488762128264,0.06264475827668047,2,1
-0.05850906031195327,-0.24061839985556066,0.061896012945773654,-0.03622021702815861,-0.14313715293293294,0.0626795711632203,2,1
